DATE_TIME,TOTAL_DAILY_YIELD of all Solar Panels
5/25/2020 5:15,0
5/25/2020 5:30,0
5/25/2020 5:45,0
5/25/2020 6:00,0
5/25/2020 6:15,65.64285715
5/25/2020 6:30,361.1964286
5/25/2020 6:45,861.1785714
5/25/2020 7:00,1624.107143
5/25/2020 7:15,2743.696429
5/25/2020 7:30,4176.857143
5/25/2020 7:45,5817.375
5/25/2020 8:00,7840.857143
5/25/2020 8:15,10310.875
5/25/2020 8:30,13688.14286
5/25/2020 8:45,17504
5/25/2020 9:00,21738.28571
5/25/2020 9:15,26377.5
5/25/2020 9:30,31344.28571
5/25/2020 9:45,36562.03572
5/25/2020 10:00,42129.03571
5/25/2020 10:15,47713.55357
5/25/2020 10:30,53514.76786
5/25/2020 10:45,59612.98214
5/25/2020 11:00,65957.57143
5/25/2020 11:15,72343.83929
5/25/2020 11:30,78906.39286
5/25/2020 11:45,85510.21429
5/25/2020 12:00,92260.58929
5/25/2020 12:15,98966.28571
5/25/2020 12:30,105721.375
5/25/2020 12:45,112448.5714
5/25/2020 13:00,119121.375
5/25/2020 13:15,125704.4524
5/25/2020 13:30,131937.4286
5/25/2020 13:45,138115.4464
5/25/2020 14:00,144251.6429
5/25/2020 14:15,150186.9107
5/25/2020 14:30,155770.9107
5/25/2020 14:45,160924.8214
5/25/2020 15:00,166105.4286
5/25/2020 15:15,171285.0357
5/25/2020 15:30,175643.75
5/25/2020 15:45,180232.6786
5/25/2020 16:00,184645.8571
5/25/2020 16:15,187745.25
5/25/2020 16:30,189547.2857
5/25/2020 16:45,190373.875
5/25/2020 17:00,191030.1429
5/25/2020 17:15,191606.875
5/25/2020 17:30,192059.1429
5/25/2020 17:45,192355.7679
5/25/2020 18:00,192615.25
5/25/2020 18:15,192790.625
5/25/2020 18:30,192859.1607
5/25/2020 18:45,192862
5/25/2020 19:00,192862
5/25/2020 19:15,192862
5/25/2020 19:30,192862
5/25/2020 19:45,192862
5/25/2020 20:00,192862
5/25/2020 20:15,192862
5/25/2020 20:30,192862
5/25/2020 20:45,192862
5/25/2020 21:00,192862
5/25/2020 21:15,192862
5/25/2020 21:30,192862
5/25/2020 21:45,192862
5/25/2020 22:00,192862
5/25/2020 22:15,192862
5/25/2020 22:30,192862
5/25/2020 22:45,192862
5/25/2020 23:00,192862
5/25/2020 23:15,192862
5/25/2020 23:30,192862
5/25/2020 23:45,177751
5/26/2020 0:00,6149.946428
5/26/2020 0:15,0
5/26/2020 0:30,0
5/26/2020 0:45,0
5/26/2020 1:00,0
5/26/2020 1:15,0
5/26/2020 1:30,0
5/26/2020 1:45,0
5/26/2020 2:00,0
5/26/2020 2:15,0
5/26/2020 2:30,0
5/26/2020 2:45,0
5/26/2020 3:00,0
5/26/2020 3:15,0
5/26/2020 3:30,0
5/26/2020 3:45,0
5/26/2020 4:00,0
5/26/2020 4:15,0
5/26/2020 4:30,0
5/26/2020 4:45,0
5/26/2020 5:00,0
5/26/2020 5:15,0
5/26/2020 5:30,0
5/26/2020 5:45,0
5/26/2020 6:00,20.32142857
5/26/2020 6:15,154.2142857
5/26/2020 6:30,447.4464286
5/26/2020 6:45,962.5178572
5/26/2020 7:00,1767.392857
5/26/2020 7:15,2943.196429
5/26/2020 7:30,4519.857143
5/26/2020 7:45,6560.535714
5/26/2020 8:00,9052.232143
5/26/2020 8:15,12012.33929
5/26/2020 8:30,15396.76786
5/26/2020 8:45,19219.41071
5/26/2020 9:00,23420.96429
5/26/2020 9:15,28041.44643
5/26/2020 9:30,32952.71429
5/26/2020 9:45,38240.98214
5/26/2020 10:00,43641
5/26/2020 10:15,49159.41071
5/26/2020 10:30,54885.89286
5/26/2020 10:45,61186.625
5/26/2020 11:00,67192.73214
5/26/2020 11:15,72726.57143
5/26/2020 11:30,77894.19643
5/26/2020 11:45,83272.89286
5/26/2020 12:00,88563.19643
5/26/2020 12:15,95071.10714
5/26/2020 12:30,100048.4286
5/26/2020 12:45,105773.5179
5/26/2020 13:00,111777.9821
5/26/2020 13:15,115231.1607
5/26/2020 13:30,121149.7321
5/26/2020 13:45,127242.75
5/26/2020 14:00,132940.8929
5/26/2020 14:15,135830.9286
5/26/2020 14:30,138803.2679
5/26/2020 14:45,141905.875
5/26/2020 15:00,144337.1429
5/26/2020 15:15,146681.6429
5/26/2020 15:30,149931.8393
5/26/2020 15:45,154129.3393
5/26/2020 16:00,157619.3393
5/26/2020 16:15,160752.6607
5/26/2020 16:30,163917.1964
5/26/2020 16:45,166911.1071
5/26/2020 17:00,169895.1786
5/26/2020 17:15,171168.875
5/26/2020 17:30,171585.2679
5/26/2020 17:45,171894.3214
5/26/2020 18:00,172120.8036
5/26/2020 18:15,149008
5/26/2020 18:30,0
5/26/2020 18:45,0
5/26/2020 19:00,0
5/26/2020 19:15,0
5/26/2020 19:30,0
5/26/2020 19:45,0
5/26/2020 20:00,0
5/26/2020 20:15,0
5/26/2020 20:30,0
5/26/2020 20:45,0
5/26/2020 21:00,0
5/26/2020 21:15,0
5/26/2020 21:30,0
5/26/2020 21:45,0
5/26/2020 22:00,0
5/26/2020 22:15,0
5/26/2020 22:30,0
5/26/2020 22:45,0
5/26/2020 23:00,0
5/26/2020 23:15,0
5/26/2020 23:30,0
5/26/2020 23:45,0
5/27/2020 0:00,0
5/27/2020 0:15,0
5/27/2020 0:30,0
5/27/2020 0:45,0
5/27/2020 1:00,0
5/27/2020 1:15,0
5/27/2020 1:30,0
5/27/2020 1:45,0
5/27/2020 2:00,0
5/27/2020 2:15,0
5/27/2020 2:30,0
5/27/2020 2:45,0
5/27/2020 3:00,0
5/27/2020 3:15,0
5/27/2020 3:30,0
5/27/2020 3:45,0
5/27/2020 4:00,0
5/27/2020 4:15,0
5/27/2020 4:30,0
5/27/2020 4:45,0
5/27/2020 5:00,0
5/27/2020 5:15,0
5/27/2020 5:30,0
5/27/2020 5:45,0
5/27/2020 6:00,9.017857144
5/27/2020 6:15,144.3357143
5/27/2020 6:30,439.8571428
5/27/2020 6:45,1065.446429
5/27/2020 7:00,2021.136905
5/27/2020 7:15,3008.964286
5/27/2020 7:30,4461.375
5/27/2020 7:45,6428.953571
5/27/2020 8:00,8696.892857
5/27/2020 8:15,11523.39881
5/27/2020 8:30,14773.75
5/27/2020 8:45,18233.94048
5/27/2020 9:00,22224.86071
5/27/2020 9:15,26561.77857
5/27/2020 9:30,31056.92857
5/27/2020 9:45,36002.84643
5/27/2020 10:00,40767.08333
5/27/2020 10:15,43932.01786
5/27/2020 10:30,47999.23809
5/27/2020 10:45,51852.71429
5/27/2020 11:00,56297.75
5/27/2020 11:15,60747.11905
5/27/2020 11:30,67300.30953
5/27/2020 11:45,73422.67857
5/27/2020 12:00,79123.80357
5/27/2020 12:15,84716.60714
5/27/2020 12:30,88370.44643
5/27/2020 12:45,92915.58928
5/27/2020 13:00,97403.19643
5/27/2020 13:15,101184.375
5/27/2020 13:30,103460.994
5/27/2020 13:45,105916.1429
5/27/2020 14:00,108227.3929
5/27/2020 14:15,110523.7143
5/27/2020 14:30,113979.9286
5/27/2020 14:45,118073.0179
5/27/2020 15:00,120712.4643
5/27/2020 15:15,123304.9643
5/27/2020 15:30,126425.1964
5/27/2020 15:45,130823.5179
5/27/2020 16:00,133993.2143
5/27/2020 16:15,137034.6429
5/27/2020 16:30,139857.5
5/27/2020 16:45,142019.4464
5/27/2020 17:00,143527.3393
5/27/2020 17:15,144741.4821
5/27/2020 17:30,145452.8393
5/27/2020 17:45,145848.9643
5/27/2020 18:00,146063.2857
5/27/2020 18:15,66053.03572
5/27/2020 18:30,66067.875
5/27/2020 18:45,66068
5/27/2020 19:00,66068
5/27/2020 19:15,66068
5/27/2020 19:30,66068
5/27/2020 19:45,66068
5/27/2020 20:00,66068
5/27/2020 20:15,66068
5/27/2020 20:30,66068
5/27/2020 20:45,66068
5/27/2020 21:00,66068
5/27/2020 21:15,66068
5/27/2020 21:30,66068
5/27/2020 21:45,66068
5/27/2020 22:00,66068
5/27/2020 22:15,66068
5/27/2020 22:30,66068
5/27/2020 22:45,66068
5/27/2020 23:00,66068
5/27/2020 23:15,66068
5/27/2020 23:30,66068
5/27/2020 23:45,60853.30357
5/28/2020 0:00,4456.375
5/28/2020 0:15,0
5/28/2020 0:30,0
5/28/2020 0:45,0
5/28/2020 1:00,0
5/28/2020 1:15,0
5/28/2020 1:30,0
5/28/2020 1:45,0
5/28/2020 2:00,0
5/28/2020 2:15,0
5/28/2020 2:30,0
5/28/2020 2:45,0
5/28/2020 3:00,0
5/28/2020 3:15,0
5/28/2020 3:30,0
5/28/2020 3:45,0
5/28/2020 4:00,0
5/28/2020 4:15,0
5/28/2020 4:30,0
5/28/2020 4:45,0
5/28/2020 5:00,0
5/28/2020 5:15,0
5/28/2020 5:30,0
5/28/2020 5:45,0
5/28/2020 6:00,17.07142857
5/28/2020 6:15,166.25
5/28/2020 6:30,483.6071429
5/28/2020 6:45,1035.285714
5/28/2020 7:00,1906.392857
5/28/2020 7:15,3148.410714
5/28/2020 7:30,4780.357143
5/28/2020 7:45,6848.642857
5/28/2020 8:00,9312.053571
5/28/2020 8:15,12245.89286
5/28/2020 8:30,15597.14881
5/28/2020 8:45,19476.55357
5/28/2020 9:00,23726.42857
5/28/2020 9:15,28340.71429
5/28/2020 9:30,33281.51786
5/28/2020 9:45,38392.14286
5/28/2020 10:00,43689.41071
5/28/2020 10:15,49351.21429
5/28/2020 10:30,54813.96429
5/28/2020 10:45,60099
5/28/2020 11:00,65195.55357
5/28/2020 11:15,71692.28571
5/28/2020 11:30,78510.35714
5/28/2020 11:45,85369.45833
5/28/2020 12:00,92009.39286
5/28/2020 12:15,98953.97619
5/28/2020 12:30,105011.8929
5/28/2020 12:45,111275.1786
5/28/2020 13:00,117991.9107
5/28/2020 13:15,124748.5179
5/28/2020 13:30,128635.4643
5/28/2020 13:45,133292.3571
5/28/2020 14:00,139490.7321
5/28/2020 14:15,142729.6964
5/28/2020 14:30,146175.5893
5/28/2020 14:45,150120.2083
5/28/2020 15:00,155512.6607
5/28/2020 15:15,160512.0357
5/28/2020 15:30,165024.6429
5/28/2020 15:45,168731.7321
5/28/2020 16:00,171278.3929
5/28/2020 16:15,173432.25
5/28/2020 16:30,175806.006
5/28/2020 16:45,177755.9821
5/28/2020 17:00,179727.375
5/28/2020 17:15,181400.869
5/28/2020 17:30,182366.7321
5/28/2020 17:45,182824.4286
5/28/2020 18:00,183136.7857
5/28/2020 18:15,183346.1964
5/28/2020 18:30,183425.2857
5/28/2020 18:45,183432
5/28/2020 19:00,183432
5/28/2020 19:15,183432
5/28/2020 19:30,183432
5/28/2020 19:45,183432
5/28/2020 20:00,183432
5/28/2020 20:15,183432
5/28/2020 20:30,183432
5/28/2020 20:45,183432
5/28/2020 21:00,183432
5/28/2020 21:15,183432
5/28/2020 21:30,183432
5/28/2020 21:45,183432
5/28/2020 22:00,183432
5/28/2020 22:15,183432
5/28/2020 22:30,0
5/28/2020 22:45,0
5/28/2020 23:00,0
5/28/2020 23:15,0
5/28/2020 23:30,0
5/28/2020 23:45,0
5/29/2020 0:00,0
5/29/2020 0:15,0
5/29/2020 0:30,0
5/29/2020 0:45,0
5/29/2020 1:00,0
5/29/2020 1:15,0
5/29/2020 1:30,0
5/29/2020 1:45,0
5/29/2020 6:15,46.9
5/29/2020 6:30,413.5
5/29/2020 6:45,1054.946429
5/29/2020 7:00,2030.303571
5/29/2020 7:15,3078.125
5/29/2020 7:30,4198.482143
5/29/2020 7:45,5510.785714
5/29/2020 8:00,7128.553571
5/29/2020 8:15,9185.339286
5/29/2020 8:30,11647.98214
5/29/2020 8:45,14512.66071
5/29/2020 9:00,17687.19643
5/29/2020 9:15,22226.78571
5/29/2020 9:30,26458.91071
5/29/2020 9:45,30369.44643
5/29/2020 10:00,34630.33929
5/29/2020 10:15,40552.32143
5/29/2020 10:30,46961.94643
5/29/2020 10:45,53138.92857
5/29/2020 11:00,59296.51786
5/29/2020 11:15,65602.07143
5/29/2020 11:30,70767.71429
5/29/2020 11:45,76722.5
5/29/2020 12:00,83157.82143
5/29/2020 12:15,89075.08929
5/29/2020 12:30,94944.07143
5/29/2020 12:45,101590.6964
5/29/2020 13:00,108238.1429
5/29/2020 13:15,114881.5179
5/29/2020 13:30,120840.5
5/29/2020 13:45,126520.6429
5/29/2020 14:00,130386.8214
5/29/2020 14:15,134628.5536
5/29/2020 14:30,139419.5714
5/29/2020 14:45,144056.1071
5/29/2020 15:00,148556
5/29/2020 15:15,152690.1429
5/29/2020 15:30,156574.7679
5/29/2020 15:45,160389.8571
5/29/2020 16:00,164253.5179
5/29/2020 16:15,167757.1964
5/29/2020 16:30,170646.9107
5/29/2020 16:45,172752.1964
5/29/2020 17:00,174540.9107
5/29/2020 17:15,176102.2321
5/29/2020 17:30,177027.875
5/29/2020 17:45,177594.5714
5/29/2020 18:00,177971.9464
5/29/2020 18:15,178095.756
5/29/2020 18:30,80126
5/29/2020 18:45,80126
5/29/2020 19:00,80126
5/29/2020 19:15,80126
5/29/2020 19:30,80126
5/29/2020 19:45,80126
5/29/2020 20:00,80126
5/29/2020 20:15,80126
5/29/2020 20:30,80126
5/29/2020 20:45,80126
5/29/2020 21:00,80126
5/29/2020 21:15,80126
5/29/2020 21:30,80126
5/29/2020 21:45,80126
5/29/2020 22:00,80126
5/29/2020 22:15,80126
5/29/2020 22:30,80126
5/29/2020 22:45,80126
5/29/2020 23:00,80126
5/29/2020 23:15,80126
5/29/2020 23:30,80126
5/29/2020 23:45,74863.78571
5/30/2020 0:00,2089.357143
5/30/2020 0:15,0
5/30/2020 0:30,0
5/30/2020 0:45,0
5/30/2020 1:00,0
5/30/2020 1:15,0
5/30/2020 1:30,0
5/30/2020 1:45,0
5/30/2020 2:00,0
5/30/2020 2:15,0
5/30/2020 2:30,0
5/30/2020 2:45,0
5/30/2020 3:00,0
5/30/2020 3:15,0
5/30/2020 3:30,0
5/30/2020 3:45,0
5/30/2020 4:00,0
5/30/2020 4:15,0
5/30/2020 4:30,0
5/30/2020 4:45,0
5/30/2020 5:00,0
5/30/2020 5:15,0
5/30/2020 5:30,0
5/30/2020 5:45,0
5/30/2020 6:00,5.339285715
5/30/2020 6:15,95.82142857
5/30/2020 6:30,355.2321429
5/30/2020 6:45,860.9464286
5/30/2020 7:00,1629.25
5/30/2020 7:15,2691.75
5/30/2020 7:30,3816.5
5/30/2020 7:45,4995.535714
5/30/2020 8:00,6391.625
5/30/2020 8:15,8464.571429
5/30/2020 8:30,10628.75
5/30/2020 8:45,12540.80357
5/30/2020 9:00,14390.89286
5/30/2020 9:15,16812.03571
5/30/2020 9:30,20077.05357
5/30/2020 9:45,23094.42857
5/30/2020 10:00,25572.76786
5/30/2020 10:15,27946.41072
5/30/2020 10:30,30574.69643
5/30/2020 10:45,33431.71429
5/30/2020 11:00,36548.64286
5/30/2020 11:15,40950.125
5/30/2020 11:30,45999.33929
5/30/2020 11:45,50634.39286
5/30/2020 12:00,56379.5
5/30/2020 12:15,63097.64286
5/30/2020 12:30,68734.66072
5/30/2020 12:45,75244.03572
5/30/2020 13:00,80019.05357
5/30/2020 13:15,85638.57143
5/30/2020 13:30,91520.33929
5/30/2020 13:45,97627.21429
5/30/2020 14:00,103825.1607
5/30/2020 14:15,109998
5/30/2020 14:30,115860.6429
5/30/2020 14:45,121420.7857
5/30/2020 15:00,126711.7679
5/30/2020 15:15,131677.0893
5/30/2020 15:30,136299.9286
5/30/2020 15:45,140515.7321
5/30/2020 16:00,144369.1429
5/30/2020 16:15,147730.8571
5/30/2020 16:30,150363.5179
5/30/2020 16:45,152644.0536
5/30/2020 17:00,154685.1964
5/30/2020 17:15,156331.8393
5/30/2020 17:30,157511.875
5/30/2020 17:45,158276.6964
5/30/2020 18:00,158719.1964
5/30/2020 18:15,158979.9643
5/30/2020 18:30,159053.6786
5/30/2020 18:45,159056
5/30/2020 19:00,159056
5/30/2020 19:15,159056
5/30/2020 19:30,159056
5/30/2020 19:45,159056
5/30/2020 20:00,159056
5/30/2020 20:15,159056
5/30/2020 20:30,159056
5/30/2020 20:45,159056
5/30/2020 21:00,159056
5/30/2020 21:15,159056
5/30/2020 21:30,159056
5/30/2020 21:45,159056
5/30/2020 22:00,159056
5/30/2020 22:15,159056
5/30/2020 22:30,159056
5/30/2020 22:45,159056
5/30/2020 23:00,159056
5/30/2020 23:15,159056
5/30/2020 23:30,159056
5/30/2020 23:45,145198.1429
5/31/2020 0:00,6617.25
5/31/2020 0:15,0
5/31/2020 0:30,0
5/31/2020 0:45,0
5/31/2020 1:00,0
5/31/2020 1:15,0
5/31/2020 1:30,0
5/31/2020 1:45,0
5/31/2020 2:00,0
5/31/2020 2:15,0
5/31/2020 2:30,0
5/31/2020 2:45,0
5/31/2020 3:00,0
5/31/2020 3:15,0
5/31/2020 3:30,0
5/31/2020 3:45,0
5/31/2020 4:00,0
5/31/2020 4:15,0
5/31/2020 4:30,0
5/31/2020 4:45,0
5/31/2020 5:00,0
5/31/2020 5:15,0
5/31/2020 5:30,0
5/31/2020 5:45,0
5/31/2020 6:00,12.625
5/31/2020 6:15,151.3928571
5/31/2020 6:30,496.1785714
5/31/2020 6:45,996.1785714
5/31/2020 7:00,1594.910714
5/31/2020 7:15,2262.732143
5/31/2020 7:30,3144.464286
5/31/2020 7:45,4279.767857
5/31/2020 8:00,5573.857143
5/31/2020 8:15,7273.928572
5/31/2020 8:30,9437.785714
5/31/2020 8:45,12204.28571
5/31/2020 9:00,16317.75
5/31/2020 9:15,19604.85714
5/31/2020 9:30,23124.64286
5/31/2020 9:45,27215.76786
5/31/2020 10:00,30647.17857
5/31/2020 10:15,34718.17857
5/31/2020 10:30,41184.48214
5/31/2020 10:45,47182.03571
5/31/2020 11:00,51707.94643
5/31/2020 11:15,56957.76786
5/31/2020 11:30,62564.76786
5/31/2020 11:45,68220.16071
5/31/2020 12:00,72596.39286
5/31/2020 12:15,77030.35714
5/31/2020 12:30,81118.78571
5/31/2020 12:45,86665.23214
5/31/2020 13:00,92557.67857
5/31/2020 13:15,96693.21429
5/31/2020 13:30,99979.125
5/31/2020 13:45,102025.875
5/31/2020 14:00,107160.4464
5/31/2020 14:15,112677.5536
5/31/2020 14:30,114817.1607
5/31/2020 14:45,116240.2679
5/31/2020 15:00,117546.25
5/31/2020 15:15,118587.5179
5/31/2020 15:30,120134.0893
5/31/2020 15:45,121783.7679
5/31/2020 16:00,123468.4286
5/31/2020 16:15,124861
5/31/2020 16:30,125910.2321
5/31/2020 16:45,126881.1429
5/31/2020 17:00,127894
5/31/2020 17:15,128913.4464
5/31/2020 17:30,129805.4107
5/31/2020 17:45,130445.0714
5/31/2020 18:00,130917.25
5/31/2020 18:15,131158.0357
5/31/2020 18:30,131228.1071
5/31/2020 18:45,131229
5/31/2020 19:00,131229
5/31/2020 19:15,125291
5/31/2020 19:30,125291
5/31/2020 19:45,125291
5/31/2020 20:00,125291
5/31/2020 20:15,125291
5/31/2020 20:30,125291
5/31/2020 20:45,125291
5/31/2020 21:00,125291
5/31/2020 21:15,125291
5/31/2020 21:30,125291
5/31/2020 21:45,125291
5/31/2020 22:00,125291
5/31/2020 22:15,125291
5/31/2020 22:30,125291
5/31/2020 22:45,125291
5/31/2020 23:00,125291
5/31/2020 23:15,125291
5/31/2020 23:30,125291
5/31/2020 23:45,113737.1429
6/1/2020 0:00,5407.25
6/1/2020 0:15,0
6/1/2020 0:30,0
6/1/2020 0:45,0
6/1/2020 1:00,0
6/1/2020 1:15,0
6/1/2020 1:30,0
6/1/2020 1:45,0
6/1/2020 2:00,0
6/1/2020 2:15,0
6/1/2020 2:30,0
6/1/2020 2:45,0
6/1/2020 3:00,0
6/1/2020 3:15,0
6/1/2020 3:30,0
6/1/2020 3:45,0
6/1/2020 4:00,0
6/1/2020 4:15,0
6/1/2020 4:30,0
6/1/2020 4:45,0
6/1/2020 5:00,0
6/1/2020 5:15,0
6/1/2020 5:30,0
6/1/2020 5:45,0
6/1/2020 6:00,8.696428572
6/1/2020 6:15,135.1785714
6/1/2020 6:30,507.5535714
6/1/2020 6:45,1170.607143
6/1/2020 7:00,2158.464286
6/1/2020 7:15,3519.767857
6/1/2020 7:30,5506.160714
6/1/2020 7:45,7958.142857
6/1/2020 8:00,10890.96429
6/1/2020 8:15,14122.25
6/1/2020 8:30,17474.03571
6/1/2020 8:45,20520.28571
6/1/2020 9:00,24520.05357
6/1/2020 9:15,27738.46428
6/1/2020 9:30,31125.05357
6/1/2020 9:45,34423.58929
6/1/2020 10:00,39014.53571
6/1/2020 10:15,42972.01786
6/1/2020 10:30,48773.07143
6/1/2020 10:45,54845.10714
6/1/2020 11:00,60939.85714
6/1/2020 11:15,66778.16072
6/1/2020 11:30,72595.69643
6/1/2020 11:45,77610.92857
6/1/2020 12:00,80195.39286
6/1/2020 12:15,83619.48214
6/1/2020 12:30,87661.26786
6/1/2020 12:45,90553.07143
6/1/2020 13:00,92964.55357
6/1/2020 13:15,98155.375
6/1/2020 13:30,102786.9107
6/1/2020 13:45,107250
6/1/2020 14:00,110222
6/1/2020 14:15,111452.875
6/1/2020 14:30,114100.1429
6/1/2020 14:45,116121.125
6/1/2020 15:00,117711.7143
6/1/2020 15:15,119013.25
6/1/2020 15:30,120037.2857
6/1/2020 15:45,120895
6/1/2020 16:00,121695
6/1/2020 16:15,122712.375
6/1/2020 16:30,123715.4286
6/1/2020 16:45,124611.0893
6/1/2020 17:00,125412.3571
6/1/2020 17:15,126016.3393
6/1/2020 17:30,126461.2143
6/1/2020 17:45,126814.1607
6/1/2020 18:00,127163.4286
6/1/2020 18:15,127388.1429
6/1/2020 18:30,127455.875
6/1/2020 18:45,127458
6/1/2020 19:00,127458
6/1/2020 19:15,127458
6/1/2020 19:30,127458
6/1/2020 19:45,127458
6/1/2020 20:00,127458
6/1/2020 20:15,127458
6/1/2020 20:30,127458
6/1/2020 20:45,127458
6/1/2020 21:00,127458
6/1/2020 21:15,127458
6/1/2020 21:30,127458
6/1/2020 21:45,127458
6/1/2020 22:00,127458
6/1/2020 22:15,127458
6/1/2020 22:30,127458
6/1/2020 22:45,127458
6/1/2020 23:00,127458
6/1/2020 23:15,127458
6/1/2020 23:30,127458
6/1/2020 23:45,115927.125
6/2/2020 0:00,1676.285714
6/2/2020 0:15,0
6/2/2020 0:30,0
6/2/2020 0:45,0
6/2/2020 1:00,0
6/2/2020 1:15,0
6/2/2020 1:30,0
6/2/2020 1:45,0
6/2/2020 2:00,0
6/2/2020 2:15,0
6/2/2020 2:30,0
6/2/2020 2:45,0
6/2/2020 3:00,0
6/2/2020 3:15,0
6/2/2020 3:30,0
6/2/2020 3:45,0
6/2/2020 4:00,0
6/2/2020 4:15,0
6/2/2020 4:30,0
6/2/2020 4:45,0
6/2/2020 5:00,0
6/2/2020 5:15,0
6/2/2020 5:30,0
6/2/2020 5:45,0
6/2/2020 6:00,7.732142859
6/2/2020 6:15,128.125
6/2/2020 6:30,382.0535714
6/2/2020 6:45,693.8214286
6/2/2020 7:00,1329.25
6/2/2020 7:15,2314.089286
6/2/2020 7:30,3305.517857
6/2/2020 7:45,4519.964286
6/2/2020 8:00,6090.428572
6/2/2020 8:15,9576.964286
6/2/2020 8:30,14099.41071
6/2/2020 8:45,18405.66071
6/2/2020 9:00,22152.42857
6/2/2020 9:15,26333.48214
6/2/2020 9:30,30821.98214
6/2/2020 9:45,36328.33929
6/2/2020 10:00,41710.07143
6/2/2020 10:15,46231.57143
6/2/2020 10:30,49680.32143
6/2/2020 10:45,54073.57143
6/2/2020 11:00,59267.60714
6/2/2020 11:15,63744.76786
6/2/2020 11:30,67092.39286
6/2/2020 11:45,70570.5
6/2/2020 12:00,74317.23214
6/2/2020 12:15,79282.42857
6/2/2020 12:30,83867.94643
6/2/2020 12:45,89568.01786
6/2/2020 13:00,95876.39286
6/2/2020 13:15,102338.5357
6/2/2020 13:30,108279.6429
6/2/2020 13:45,114406.625
6/2/2020 14:00,119529.9821
6/2/2020 14:15,123298.9107
6/2/2020 14:30,127178.2679
6/2/2020 14:45,132881.5179
6/2/2020 15:00,136944.4107
6/2/2020 15:15,139962.7143
6/2/2020 15:30,142993.7143
6/2/2020 15:45,146222.5536
6/2/2020 16:00,149845.8571
6/2/2020 16:15,153292.5536
6/2/2020 16:30,155607.8036
6/2/2020 16:45,157759.6071
6/2/2020 17:00,159313.5893
6/2/2020 17:15,160481.9286
6/2/2020 17:30,161135.9286
6/2/2020 17:45,161542.5179
6/2/2020 18:00,161777.8869
6/2/2020 18:15,103026.2321
6/2/2020 18:30,103091.5357
6/2/2020 18:45,103099
6/2/2020 19:00,103099
6/2/2020 19:15,103099
6/2/2020 19:30,103099
6/2/2020 19:45,103099
6/2/2020 20:00,103099
6/2/2020 20:15,103099
6/2/2020 20:30,103099
6/2/2020 20:45,103099
6/2/2020 21:00,103099
6/2/2020 21:15,103099
6/2/2020 21:30,103099
6/2/2020 21:45,103099
6/2/2020 22:00,103099
6/2/2020 22:15,103099
6/2/2020 22:30,103099
6/2/2020 22:45,103099
6/2/2020 23:00,103099
6/2/2020 23:15,103099
6/2/2020 23:30,103099
6/2/2020 23:45,88402.75
6/3/2020 0:00,1063.714286
6/3/2020 0:15,0
6/3/2020 0:30,0
6/3/2020 0:45,0
6/3/2020 1:00,0
6/3/2020 1:15,0
6/3/2020 1:30,0
6/3/2020 1:45,0
6/3/2020 2:00,0
6/3/2020 2:15,0
6/3/2020 2:30,0
6/3/2020 2:45,0
6/3/2020 3:00,0
6/3/2020 3:15,0
6/3/2020 3:30,0
6/3/2020 3:45,0
6/3/2020 4:00,0
6/3/2020 4:15,0
6/3/2020 4:30,0
6/3/2020 4:45,0
6/3/2020 5:00,0
6/3/2020 5:15,0
6/3/2020 5:30,0
6/3/2020 5:45,0
6/3/2020 6:00,2.321428571
6/3/2020 6:15,90.80357143
6/3/2020 6:30,344.9107143
6/3/2020 6:45,736.0178572
6/3/2020 7:00,1350.785714
6/3/2020 7:15,2325.196429
6/3/2020 7:30,3689.982143
6/3/2020 7:45,5333.732143
6/3/2020 8:00,7329.232143
6/3/2020 8:15,9774.125
6/3/2020 8:30,12194.10714
6/3/2020 8:45,14747.01786
6/3/2020 9:00,17854.875
6/3/2020 9:15,21131.375
6/3/2020 9:30,24392.58929
6/3/2020 9:45,27660.57143
6/3/2020 10:00,30804.83928
6/3/2020 10:15,33939.60714
6/3/2020 10:30,37824.48214
6/3/2020 10:45,43208.625
6/3/2020 11:00,48780.76786
6/3/2020 11:15,53908.33929
6/3/2020 11:30,59077.44643
6/3/2020 11:45,65868.25
6/3/2020 12:00,71864.85714
6/3/2020 12:15,77111.32143
6/3/2020 12:30,82882.32143
6/3/2020 12:45,89147.51786
6/3/2020 13:00,95491.48214
6/3/2020 13:15,100963.7857
6/3/2020 13:30,106477.7143
6/3/2020 13:45,109848.6667
6/3/2020 14:15,123811.25
6/3/2020 14:30,129244.5714
6/3/2020 14:45,134089.25
6/3/2020 15:00,140255.6786
6/3/2020 15:15,146497.3393
6/3/2020 15:30,151284.5893
6/3/2020 15:45,154652.1607
6/3/2020 16:00,157548.5357
6/3/2020 16:15,160187.5714
6/3/2020 16:30,161781.3571
6/3/2020 16:45,163435.1964
6/3/2020 17:00,166343.3214
6/3/2020 17:15,168511.1786
6/3/2020 17:30,169762.4464
6/3/2020 17:45,170633.7321
6/3/2020 18:00,171154.7143
6/3/2020 18:15,171421.3393
6/3/2020 18:30,171548.0357
6/3/2020 18:45,171562
6/3/2020 19:00,171562
6/3/2020 19:15,171562
6/3/2020 19:30,171562
6/3/2020 19:45,171562
6/3/2020 20:00,171562
6/3/2020 20:15,171562
6/3/2020 20:30,171562
6/3/2020 20:45,171562
6/3/2020 21:00,171562
